metadata_id,source_row_number,序号,标识号,角色,角色别名,角色类型,一级行当,二级行当,来源剧目,来源剧目别名,来源剧目出处,表演者,语种,关联角色,谱式,绘法,图案,主色,主色寓意,眉形,眼型,额头型,鼻型,嘴型,绘法说明,性格特征,历史演变,图像格式,图像宽度,图像高度,图像大小,图像水平分辨率,图像垂直分辨率,图像位深度,图像创建日期,角色简介,来源剧目简介,表演者简介,流派,参考资料
219,220,219,,郎如豹,,英雄类,净,武净,李海坞,里海坞、拿郎如豹,施公案,侯喜瑞,中文,黄天霸,三块瓦脸,勾脸,,灰色,,棒槌眉,大奸眼窝,线形,碎鼻窝,,,,,jpg,412,502,40.4,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
220,221,220,,窦虎,,英雄类,净,武净,叭蜡庙,招贤镇、水龙窝、拿费德功,施公案,通用,中文,米龙,歪脸,勾脸,,黄色,,凝眉,鸟眼窝,螺形,歪鼻窝,歪嘴,,,,jpg,412,502,47.7,150,150,24,2020.1.5,,,,,
221,222,221,,曹宝,纳珍天尊,神怪类,净,正净,天官赐福,大赐福,封神演义,钱金福,中文,萧升,元宝脸,勾脸,,红色,,柳叶眉,垂眼窝,,尖鼻窝,,,,,jpg,412,502,35,150,150,24,2020.1.5,,,,,
222,223,222,,亢金龙,李道通,神怪类,净,武净,琵琶洞,,西游记,通用,中文,昴日鸡,象形脸,勾脸,,黑色,,,,钱形,蒜头鼻窝,元宝嘴,,,,jpg,412,502,38.7,150,150,24,2020.1.5,,,,,
223,224,223,,王灵官,,神怪类,净,正净,泗州城,泗水城,,钱金福,中文,,整脸,揉脸,,红色,,卧蚕眉,丹凤眼窝,火焰形,满鼻窝,,,,,jpg,412,502,35.2,150,150,24,2020.1.5,,,,,
224,225,224,,昴日鸡,昴日星官,神怪类,净,武净,琵琶洞,,西游记,傅德威,中文,亢金龙,象形脸,勾脸,,红色,,钩眉,尖眼窝,火焰形,,雷公嘴,,,,jpg,412,502,47.1,150,150,24,2020.1.5,,,傅德威（1916年～1988年）北京人，京剧武生演员，他以长靠武生见长。1930年，考入中华戏曲专科学校第一班德字科，初习老生，由陈少五开蒙，后改武生，从沈三玉、丁永利、程永龙、钱富川学戏。1934年拜杨小楼为师，1941年拜入尚和玉门下。他自幼勤奋好学，刻苦研练，许多戏得自尚和玉亲传。1956年入中国戏曲学校为教师，还曾在北京市戏曲学校、上海市戏曲学校兼课，桃李遍于海内。,,
225,226,225,,玉帝,玉皇大帝,神怪类,净,副净,弼马温,,西游记,奚啸伯,中文,孙悟空,三块瓦脸,勾脸,,银色,,凝眉,直眼窝,,尖鼻窝,,,,,jpg,412,502,42.4,150,150,24,2020.1.5,,,,,
226,227,226,,李靖,李天王,神怪类,净,正净,安天会,闹天宫,西游记,钱金福,中文,孙悟空,三块瓦脸,勾脸,,红色,,刀眉,直眼窝,戟形,满鼻窝,,,,,jpg,412,502,38.6,150,150,24,2020.1.5,,,,,
227,228,227,,释迦摩尼,如来佛祖,神怪类,净,正净,真假美猴王,,西游记,通用,中文,大鹏,神仙脸,勾脸,,金色,,本眉,鸟眼窝,舍利子形,满鼻窝,,,,,jpg,412,502,43.1,150,150,24,2020.1.5,,,,,
228,229,228,,孙悟空,齐天大圣、孙行者,神怪类,生,武生,安天会,闹天宫,西游记,李万春,中文,释迦摩尼,象形脸,勾脸,,红色,,,圆眼窝,卍字形,蒜头鼻窝,雷公嘴,,,,jpg,412,502,43.4,150,150,24,2020.1.5,,,李万春（1911-1985），满洲正黄旗人，工老生、武生，著名京剧表演艺术家、戏曲艺术教育家。父亲李永利是著名武花脸演员，母亲李砚秀是京剧旦角演员。李万春自幼随父练功学戏。他除了接受家传外，其父广请名师授艺，先后受教于徐德增、于德智、崔凤鸣、项鼎新等老师，为他唱念功夫的发展起到了颇重要的奠基作用。李氏一家来到北京之后，余叔岩收李万春为义子，他边演出边广收博取，受到马连良、尚小云等名家的指导，文戏投师余叔岩，武戏投师杨小楼，两位大师认真传艺，宠爱极致，均收认他为螟蛉义子。,,
229,230,229,,赵天君,赵公明、赵玄坛,神怪类,净,正净,安天会,闹天宫,西游记,侯喜瑞,中文,温天君、马天君、刘天君,六分脸,勾脸,,黑色,,火焰眉,垂眼窝,眼形,,,,,,jpg,412,502,41.8,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
230,231,230,,温天君,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,赵天君、马天君、刘天君,花三块瓦脸,勾脸,,绿色,,蝙蝠眉,,葫芦形,碎鼻窝,吊死鬼嘴,,,,jpg,412,502,45.7,150,150,24,2020.1.5,,,,,
231,232,231,,马天君,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,赵天君、温天君、刘天君,三块瓦脸,勾脸,,白色,,云眉,尖眼窝,火焰形、眼形,尖鼻窝,,,,,jpg,412,502,36.7,150,150,24,2020.1.5,,,,,
232,233,232,,刘天君,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,赵天君、文天君、马天君,三块瓦脸,勾脸,,红色,,直眉,直眼窝,火焰形,尖鼻窝,,,,,jpg,412,502,39.9,150,150,24,2020.1.5,,,,,
233,234,233,,巨灵神,,神怪类,净,武净,安天会,闹天宫,西游记,侯喜瑞,中文,孙悟空,象形脸,勾脸,,白色,,,,面形,蒜头鼻窝,元宝嘴,,,,jpg,412,502,40.6,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
234,235,234,,青龙,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,白虎,象形脸,勾脸,,蓝色,,龙角眉,圆眼窝,火焰形,蒜头鼻窝,火盆嘴,,,,jpg,412,502,51.5,150,150,24,2020.1.5,,,,,
235,236,235,,杨戬,二郎神,神怪类,净,武净,安天会,闹天宫,西游记,范宝亭,中文,孙悟空,花三块瓦脸,勾脸,,金色,,刀眉,直眼窝,眼形,卷鼻窝,吊死鬼嘴,,,,jpg,412,502,44,150,150,24,2020.1.5,,,范宝亭（1887年-1944年2月7日），北京人，著名京剧武净。科班出身，自幼坐科福寿班，和许德义同门。任荣春社教师、中华戏曲专科学校净行教师。范宝亭戏路极广，能演长靠戏、短打戏，经常参加名演员创演的新戏。范宝亭的跌打翻扑的特技功夫是无人与之匹敌的。他演戏不但应付自如，还发扬了他的革新精神。范宝亭有很多弟子，最知名的是刘奎官，厉慧良、景荣庆等也曾受教于他。,,赵梦林《京剧脸谱》
236,237,236,,白虎,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,青龙,象形脸,勾脸,,白色,,,大奸眼窝,王字形,蒜头鼻窝,元宝嘴,,,,jpg,412,502,44.6,150,150,24,2020.1.5,,,,,
237,238,237,,罗猴,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,墨猴,象形脸,勾脸,,灰色,,,圆眼窝,,蒜头鼻窝,菱角嘴,,,,jpg,412,502,43.5,150,150,24,2020.1.5,,,,,
238,239,238,,墨猴,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,罗猴,象形脸,勾脸,,黑色,,,圆眼窝,,,雷公嘴,,,,jpg,412,502,39.9,150,150,24,2020.1.5,,,,,
239,240,239,,通臂猿,,神怪类,净,副净,石猴出世,,西游记,通用,中文,孙悟空,象形脸,勾脸,,红色,,,圆眼窝,,,菱角嘴,,,,jpg,412,502,42.6,150,150,24,2020.1.5,,,,,
240,241,240,,白猿,,神怪类,净,武净,八仙斗白猿,,东游记,通用,中文,,象形脸,勾脸,,白色,,钩眉,,桃形,蒜头鼻窝,菱角嘴,,,,jpg,412,502,41,150,150,24,2020.1.5,,,,,
241,242,241,,天罡,,神怪类,净,副净,安天会,闹天宫,西游记,通用,中文,地煞,神仙脸,勾脸,,蓝色,,,,脸形,蒜头鼻窝,元宝嘴,,,,jpg,412,502,40.7,150,150,24,2020.1.5,,,,,
242,243,242,,煞神,,神怪类,净,武净,问樵闹府,琼林宴、打棍出箱,三侠五义,钱金福,中文,葛登云,碎脸,勾脸,,黑色,,螳螂眉,,火焰形,,火盆嘴,,,,jpg,412,502,48.4,150,150,24,2020.1.5,,,,,
243,244,243,,地煞,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,天罡,神仙脸,勾脸,,黑色,,,垂眼窝,如意钩形,,吊死鬼嘴,,,,jpg,412,502,46.8,150,150,24,2020.1.5,,,,,
244,245,244,,雷公,雷神,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,电母,象形脸,勾脸,,蓝色,,狼牙眉,,舍利子形,,雷公嘴,,,,jpg,412,502,49.8,150,150,24,2020.1.5,,,,,
245,246,245,,牛魔王,混世魔王,神怪类,净,武净,芭蕉扇,白云洞、三借芭蕉扇,西游记,通用,中文,孙悟空,象形脸,勾脸,,金色,,牛角眉,大奸眼窝,火焰形,尖鼻窝,,,,,jpg,412,502,45.7,150,150,24,2020.1.5,,,,,
246,247,246,,猪八戒,猪悟能,神怪类,净,武净,高老庄,,西游记,王又宸,中文,孙悟空,象形脸,勾脸,,黑色,,,鸟眼窝,舍利子形,猪鼻窝,,,,,jpg,412,502,46.8,150,150,24,2020.1.5,,,,,
247,248,247,,沙僧,沙悟净,神怪类,净,武净,流沙河,收悟净,西游记,,中文,孙悟空,僧道脸,勾脸,,蓝色,,棒槌眉,腰子眼窝,舍利子形,笑鼻窝,,,,,jpg,412,502,42.6,150,150,24,2020.1.5,,,,,
248,249,248,,奎木狼,黄袍怪,神怪类,净,武净,黄袍怪,宝象国,西游记,通用,中文,孙悟空,象形脸,勾脸,,黄色,,,,,哭鼻窝,虎嘴,,,,jpg,412,502,46.4,150,150,24,2020.1.5,,,,,
249,250,249,,青狮,,神怪类,净,武净,狮驼岭,狮驼国,西游记,裘盛戎,中文,白象、大鹏,象形脸,勾脸,,绿色,,火焰眉,腰子眼窝,,蒜头鼻窝,元宝嘴,,,,jpg,412,502,42.1,150,150,24,2020.1.5,,,,,
250,251,250,,猫神,,神怪类,净,武净,无底洞,陷空山,西游记,朱斌仙,中文,李靖,象形脸,勾脸,,白色,,,圆眼窝,舍利子形,蒜头鼻窝,元宝嘴,,,,jpg,412,502,37.5,150,150,24,2020.1.5,,,,,
251,252,251,,白象,,神怪类,净,武净,狮驼岭,狮驼国,西游记,通用,中文,青狮、大鹏,象形脸,勾脸,,白色,,垂眉,,火焰形,象鼻窝,,,,,jpg,412,502,39,150,150,24,2020.1.5,,,,,
252,253,252,,金钱豹,,神怪类,净,武净,红梅山,金钱豹,西游记,傅德威,中文,孙悟空,象形脸,勾脸,,金色,,棒槌眉,,面形,,火盆嘴,,,,jpg,412,502,48.7,150,150,24,2020.1.5,,,傅德威（1916年～1988年）北京人，京剧武生演员，他以长靠武生见长。1930年，考入中华戏曲专科学校第一班德字科，初习老生，由陈少五开蒙，后改武生，从沈三玉、丁永利、程永龙、钱富川学戏。1934年拜杨小楼为师，1941年拜入尚和玉门下。他自幼勤奋好学，刻苦研练，许多戏得自尚和玉亲传。1956年入中国戏曲学校为教师，还曾在北京市戏曲学校、上海市戏曲学校兼课，桃李遍于海内。,,
253,254,253,,孔宣,,神怪类,净,武净,百草山,百鸟朝凤、锯大缸,太平御览,朱斌仙,中文,白日鹤、通雀鸟,象形脸,勾脸,,绿色,,,鸟眼窝,羽毛形,,雷公嘴,,,,jpg,412,502,50.2,150,150,24,2020.1.5,,,,,
254,255,254,,白日鹤,,神怪类,净,武净,百草山,百鸟朝凤、锯大缸,太平御览,通用,中文,通雀鸟,象形脸,勾脸,,白色,,螳螂眉,鸟眼窝,火焰形,,雷公嘴,,,,jpg,412,502,40.2,150,150,24,2020.1.5,,,,,
255,256,255,,通雀鸟,,神怪类,净,武净,百草山,百鸟朝凤、锯大缸,太平御览,通用,中文,白日鹤,象形脸,勾脸,,红色,,云眉,,火焰形,蒜头鼻窝,雷公嘴,,,,jpg,412,502,44.8,150,150,24,2020.1.5,,,,,
256,257,256,,大鹏,金翅大鹏雕,神怪类,净,武净,狮驼岭,狮驼国,西游记,李万春,中文,青狮、白象,象形脸,勾脸,,绿色,,红黄眉,,舍利子形,,雷公嘴,,,,jpg,412,502,44,150,150,24,2020.1.5,,,李万春（1911-1985），满洲正黄旗人，工老生、武生，著名京剧表演艺术家、戏曲艺术教育家。父亲李永利是著名武花脸演员，母亲李砚秀是京剧旦角演员。李万春自幼随父练功学戏。他除了接受家传外，其父广请名师授艺，先后受教于徐德增、于德智、崔凤鸣、项鼎新等老师，为他唱念功夫的发展起到了颇重要的奠基作用。李氏一家来到北京之后，余叔岩收李万春为义子，他边演出边广收博取，受到马连良、尚小云等名家的指导，文戏投师余叔岩，武戏投师杨小楼，两位大师认真传艺，宠爱极致，均收认他为螟蛉义子。,,
257,258,257,,敖广,东海龙王,神怪类,净,副净,水帘洞,花果山、美猴王、闹龙宫,西游记,刘砚亭,中文,敖闰,三块瓦脸,勾脸,,白色,,直眉,老眼窝,火焰形,尖鼻窝,,,,,jpg,412,502,34.1,150,150,24,2020.1.5,,,刘砚亭(1891-1965)，北京人，优秀的京剧武净演员，京剧老生刘砚芳之兄。15岁时，入平科班坐科，学习京剧花脸，至21岁出科。出科后，随杨小楼演出，多饰演配角，逐渐声名鹊起。刘砚亭师承钱金福先生，极大的继承了许多优秀的钱派剧目，凭借着极高的艺术天赋和浓厚的嗓音，得到了京剧同行的广泛认可。刘砚亭为人尊师重道，代替年事已高的钱金福演出大量优秀的作品。,,
258,259,258,,虾将,,神怪类,净,武净,水帘洞,花果山、美猴王、闹龙宫,西游记,通用,中文,敖广,小妖脸,勾脸,,蓝色,,,,,蒜头鼻窝,撇嘴,,,,jpg,412,502,48.9,150,150,24,2020.1.5,,,,,
259,260,259,,敖闰,西海龙王,神怪类,净,副净,水帘洞,花果山、美猴王、闹龙宫,西游记,刘砚亭,中文,敖广,三块瓦脸,勾脸,,蓝色,,直眉,老眼窝,火焰形,灰鼻窝,,,,,jpg,412,502,37.6,150,150,24,2020.1.5,,,刘砚亭(1891-1965)，北京人，优秀的京剧武净演员，京剧老生刘砚芳之兄。15岁时，入平科班坐科，学习京剧花脸，至21岁出科。出科后，随杨小楼演出，多饰演配角，逐渐声名鹊起。刘砚亭师承钱金福先生，极大的继承了许多优秀的钱派剧目，凭借着极高的艺术天赋和浓厚的嗓音，得到了京剧同行的广泛认可。刘砚亭为人尊师重道，代替年事已高的钱金福演出大量优秀的作品。,,
260,261,260,,龟帅,龟丞相,神怪类,丑,文丑,水帘洞,花果山、美猴王、闹龙宫,西游记,,中文,,,,,,,,,,,,,,,jpg,412,502,32.6,150,150,24,2020.1.5,,,,,
261,262,261,,北斗星君,,神怪类,净,正净,百寿图,赵颜求寿、赵颜借寿、南北斗,搜神记,韩乐卿,中文,赵颜,三块瓦脸,勾脸,,红色,,直眉,直眼窝,北斗图,圆鼻窝,,,,,jpg,412,502,38.7,150,150,24,2020.1.5,,,,,
262,263,262,,汉钟离,钟离权,神怪类,净,副净,八仙过海,八仙漂海、蟠桃会,东游记,通用,中文,柳金,神仙脸,勾脸,,红色,,金色眉,垂眼窝,桃形,碎鼻窝,,,,,jpg,412,502,42.6,150,150,24,2020.1.5,,,,,
263,264,263,,柳金,柳仙,神怪类,净,武净,八仙过海,八仙漂海、蟠桃会,东游记,通用,中文,汉钟离,碎脸,勾脸,,绿色、金色,,红色眉,大奸眼窝,火焰形,碎鼻窝,火盆嘴,,,,jpg,412,502,43.6,150,150,24,2020.1.5,,,,,
264,265,264,,玉兔,,神怪类,净,副净,嫦娥奔月,,淮南子,通用,中文,后羿,象形脸,勾脸,,白色,,云眉,圆眼窝,,蒜头鼻窝,菱角嘴,,,,jpg,412,502,32.6,150,150,24,2020.1.5,,,,,
265,266,265,,赖团仙,,神怪类,净,武净,五花洞,三矮奇闻、真假潘金莲,混元盒,洪德佑,中文,金头仙、蝎仙,象形脸,勾脸,,绿色,,红色眉,,蛤蟆形,,元宝嘴,,,,jpg,412,502,43.3,150,150,24,2020.1.5,,,,,
266,267,266,,金头仙,蜈蚣精,神怪类,净,武净,五花洞,三矮奇闻、真假潘金莲,混元盒,洪德佑,中文,赖团仙、蝎仙,象形脸,勾脸,,蓝色、金色,,,,蜈蚣形,转鼻窝,,,,,jpg,412,502,48.2,150,150,24,2020.1.5,,,,,
267,268,267,,哮天犬,,神怪类,净,武净,安天会,闹天宫,西游记,通用,中文,杨戬,象形脸,勾脸,,白色,,,圆眼窝,,蒜头鼻窝,撇嘴,,,,jpg,423,515,42.9,150,150,24,2020.1.5,,,,,
268,269,268,,蝎仙,,神怪类,净,武净,五花洞,三矮奇闻、真假潘金莲,混元盒,洪德佑,中文,赖团仙、金头仙,象形脸,勾脸,,绿色,,,鸟眼窝,蝎形,转鼻窝,吊死鬼嘴,,,,jpg,412,502,46.6,150,150,24,2020.1.5,,,,,
269,270,269,,韦陀,,神怪类,净,正净,白蛇传·合钵,,雷峰塔,通用,中文,法海,神仙脸,勾脸,,金色,,,倭口眼窝,火焰形,尖鼻窝,吊死鬼嘴,,,,jpg,412,502,44.6,150,150,24,2020.1.5,,,,,
270,271,270,,鹿童,,神怪类,净,武净,盗仙草,灵芝草、盗灵芝、雄黄阵,雷峰塔,侯喜瑞,中文,白素贞,象形脸,勾脸,,绿色,,鹿角眉,鸟眼窝,舍利子形,,元宝嘴,,,,jpg,412,502,44.1,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
271,272,271,,太乙真人,,神怪类,净,正净,乾元山,金光洞、乾坤圈,封神演义,侯喜瑞,中文,哪吒,三块瓦脸,勾脸,,红色,,直眉,直眼窝,太极形,尖鼻窝,,,,,jpg,412,502,38.2,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
272,273,272,,鹤童,,神怪类,净,武净,盗仙草,灵芝草、盗灵芝、雄黄阵,雷峰塔,侯喜瑞,中文,白素贞,象形脸,勾脸,,白色,,云眉,鸟眼窝,舍利子形,,雷公嘴,,,,jpg,412,502,38.8,150,150,24,2020.1.5,,,侯喜瑞（1892年2月23日-1983年2月22日），京剧净角。幼入富连成科班，先学梆子老生，后师从韩乐卿学架子花脸和武花脸戏。出科后拜黄润甫为师，颇得真传，并在严承师教基础上，根据自身条件扬长避短，形成新的艺术风格“侯派”，与金少山、郝寿臣三足鼎立。侯喜瑞虽然嗓音较哑，但字准音足，听起来简练隽永，字字入耳。早年在富连成社担任武生净行教师，晚年在中国戏曲学院、北京市戏曲学校任教。,,
